Rank_x,Player,Team_x,Age_x,Gp_x,W_x,L_x,Min_x,Pts,Fgm_x,Fga_x,Fg%,3Pm,3Pa,3P%,Ftm,Fta,Ft%,Oreb,Dreb,Reb,Ast,Tov,Stl,Blk,Pf,Fp,Dd2,Td3,Plus/Minus,Year_x,Rank_y,Team_y,Age_y,Gp_y,W_y,L_y,Min_y,Usg%,%Fgm,%Fga,%3Pm,%3Pa,%Ftm,%Fta,%Oreb,%Dreb,%Reb,%Ast,%Tov,%Stl,%Blk,%Blka,%Pf,%Pfd,%Pts,Pos_x,Body Fat %,Hand Length (Inches),Hand Width (Inches),Height W/O Shoes,Height W/ Shoes,Standing Reach,Weight (Lbs),Wingspan,Pos_y,Lane Agility Time,Shuttle Run,Three Quarter Sprint,Standing Vertical Leap,Max Vertical Leap,Max Bench Press,Unnamed: 8,Position,Fgm_y,Fga_y,Fgm.1,Fga.1,Fgm.2,Fga.2,Fgm.3,Fga.3,Fgm.4,Fga.4,Team,Startdate,Enddate,Injurylengthdays,Injurynotes,Injurytype,Year_y
271.0,GORDON HAYWARD,UTA,21.0,72.0,33.0,39.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,10.5,0.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.069,8.5,9.25,78.75,80.0,103.0,211.0,79.75,SF,11.73,,3.22,30.5,34.5,10.0,,,,,,,,,,,,,Celtics,2019-04-13,2019-11-11,212.0,activated from IL,,2019.0
271.0,GORDON HAYWARD,UTA,21.0,72.0,33.0,39.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,10.5,0.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.069,8.5,9.25,78.75,80.0,103.0,211.0,79.75,SF,11.73,,3.22,30.5,34.5,10.0,,,,,,,,,,,,,Celtics,2019-12-09,2019-12-18,9.0,activated from IL,,2019.0
271.0,GORDON HAYWARD,UTA,21.0,72.0,33.0,39.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,10.5,0.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.069,8.5,9.25,78.75,80.0,103.0,211.0,79.75,SF,11.73,,3.22,30.5,34.5,10.0,,,,,,,,,,,,,Celtics,2019-12-25,2020-02-07,44.0,activated from IL,,2019.0
271.0,GORDON HAYWARD,UTA,21.0,72.0,33.0,39.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,10.5,0.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.069,8.5,9.25,78.75,80.0,103.0,211.0,79.75,SF,11.73,,3.22,30.5,34.5,10.0,,,,,,,,,,,,,Celtics,2020-02-09,2020-03-04,24.0,activated from IL,,2020.0
271.0,GORDON HAYWARD,UTA,21.0,72.0,33.0,39.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,10.5,0.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.069,8.5,9.25,78.75,80.0,103.0,211.0,79.75,SF,11.73,,3.22,30.5,34.5,10.0,,,,,,,,,,,,,Hornets,2021-05-18,2022-01-26,253.0,activated from IL,,2021.0
271.0,GORDON HAYWARD,UTA,21.0,72.0,33.0,39.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,10.5,0.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.069,8.5,9.25,78.75,80.0,103.0,211.0,79.75,SF,11.73,,3.22,30.5,34.5,10.0,,,,,,,,,,,,,Hornets,2022-02-04,2022-02-08,4.0,activated from IL,,2022.0
271.0,GORDON HAYWARD,UTA,21.0,72.0,33.0,39.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,10.5,0.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.069,8.5,9.25,78.75,80.0,103.0,211.0,79.75,SF,11.73,,3.22,30.5,34.5,10.0,,,,,,,,,,,,,Hornets,2022-04-01,2022-04-04,3.0,activated from IL,,2022.0
271.0,GORDON HAYWARD,UTA,21.0,72.0,33.0,39.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,10.5,0.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.069,8.5,9.25,78.75,80.0,103.0,211.0,79.75,SF,11.73,,3.22,30.5,34.5,10.0,,,,,,,,,,,,,Hornets,2022-11-18,2022-11-28,10.0,activated from IL,,2022.0
271.0,GORDON HAYWARD,UTA,21.0,72.0,33.0,39.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,10.5,0.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.069,8.5,9.25,78.75,80.0,103.0,211.0,79.75,SF,11.73,,3.22,30.5,34.5,10.0,,,,,,,,,,,,,Hornets,2022-12-16,2023-01-04,19.0,activated from IL,,2022.0
271.0,GORDON HAYWARD,UTA,21.0,72.0,33.0,39.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,10.5,0.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.069,8.5,9.25,78.75,80.0,103.0,211.0,79.75,SF,11.73,,3.22,30.5,34.5,10.0,,,,,,,,,,,,,Hornets,2023-01-21,2023-01-24,3.0,activated from IL,,2023.0
271.0,GORDON HAYWARD,UTA,21.0,72.0,33.0,39.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,10.5,0.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.069,8.5,9.25,78.75,80.0,103.0,211.0,79.75,SF,11.73,,3.22,30.5,34.5,10.0,,,,,,,,,,,,,Hornets,2023-01-26,2023-03-27,60.0,activated from IL,,2023.0
164.0,GREG MONROE,DET,21.0,80.0,30.0,50.0,27.8,9.4,3.8,6.9,55.1,0.0,0.0,0.0,1.8,2.9,62.2,3.1,4.4,7.5,1.3,1.0,1.2,0.6,2.5,24.5,21.0,0.0,-1.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF-C,0.112,8.75,9.5,81.75,83.0,108.5,246.6,86.25,PF-C,12.1,,3.35,25.0,29.0,15.0,,,,,,,,,,,,,Suns,2017-11-16,2018-01-31,76.0,activated from IL,,2017.0
347.0,GREIVIS VASQUEZ,MEM,24.0,70.0,41.0,29.0,12.3,3.6,1.4,3.3,40.8,0.4,1.2,29.1,0.5,0.6,77.3,0.2,0.9,1.0,2.2,1.0,0.3,0.1,1.2,8.2,0.0,0.0,-0.9,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PG-SG,0.086,7.75,9.25,77.0,78.5,101.0,210.8,79.0,PG-SG,,,,,,,,,,,,,,,,,,,Grizzlies,2010-10-30,2010-11-02,3.0,activated from IL,,2010.0
347.0,GREIVIS VASQUEZ,MEM,24.0,70.0,41.0,29.0,12.3,3.6,1.4,3.3,40.8,0.4,1.2,29.1,0.5,0.6,77.3,0.2,0.9,1.0,2.2,1.0,0.3,0.1,1.2,8.2,0.0,0.0,-0.9,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PG-SG,0.086,7.75,9.25,77.0,78.5,101.0,210.8,79.0,PG-SG,,,,,,,,,,,,,,,,,,,Grizzlies,2010-11-03,2011-03-06,123.0,activated from IL,,2010.0
449.0,HASSAN WHITESIDE,SAC,22.0,1.0,1.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C-PF,0.055,8.25,10.25,82.5,83.5,113.0,226.6,91.0,C-PF,11.83,,3.54,27.0,31.5,12.0,,,,,,,,,,,,,Kings,2010-11-06,2010-11-10,4.0,activated from IL,,2010.0
449.0,HASSAN WHITESIDE,SAC,22.0,1.0,1.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C-PF,0.055,8.25,10.25,82.5,83.5,113.0,226.6,91.0,C-PF,11.83,,3.54,27.0,31.5,12.0,,,,,,,,,,,,,Kings,2012-01-01,2012-01-03,2.0,activated from IL,,2012.0
449.0,HASSAN WHITESIDE,SAC,22.0,1.0,1.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C-PF,0.055,8.25,10.25,82.5,83.5,113.0,226.6,91.0,C-PF,11.83,,3.54,27.0,31.5,12.0,,,,,,,,,,,,,Kings,2012-01-25,2012-01-28,3.0,activated from IL,,2012.0
449.0,HASSAN WHITESIDE,SAC,22.0,1.0,1.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C-PF,0.055,8.25,10.25,82.5,83.5,113.0,226.6,91.0,C-PF,11.83,,3.54,27.0,31.5,12.0,,,,,,,,,,,,,Kings,2012-02-15,2021-01-15,3257.0,activated from IL,,2012.0
449.0,HASSAN WHITESIDE,SAC,22.0,1.0,1.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C-PF,0.055,8.25,10.25,82.5,83.5,113.0,226.6,91.0,C-PF,11.83,,3.54,27.0,31.5,12.0,,,,,,,,,,,,,Heat,2014-12-16,2015-03-27,101.0,activated from IL,,2014.0
449.0,HASSAN WHITESIDE,SAC,22.0,1.0,1.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C-PF,0.055,8.25,10.25,82.5,83.5,113.0,226.6,91.0,C-PF,11.83,,3.54,27.0,31.5,12.0,,,,,,,,,,,,,Heat,2015-03-31,2016-01-04,279.0,activated from IL,,2015.0
449.0,HASSAN WHITESIDE,SAC,22.0,1.0,1.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C-PF,0.055,8.25,10.25,82.5,83.5,113.0,226.6,91.0,C-PF,11.83,,3.54,27.0,31.5,12.0,,,,,,,,,,,,,Heat,2016-01-06,2016-01-29,23.0,activated from IL,,2016.0
449.0,HASSAN WHITESIDE,SAC,22.0,1.0,1.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C-PF,0.055,8.25,10.25,82.5,83.5,113.0,226.6,91.0,C-PF,11.83,,3.54,27.0,31.5,12.0,,,,,,,,,,,,,Heat,2016-02-03,2016-05-09,96.0,activated from IL,,2016.0
449.0,HASSAN WHITESIDE,SAC,22.0,1.0,1.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C-PF,0.055,8.25,10.25,82.5,83.5,113.0,226.6,91.0,C-PF,11.83,,3.54,27.0,31.5,12.0,,,,,,,,,,,,,Heat,2017-11-01,2017-12-20,49.0,activated from IL,,2017.0
449.0,HASSAN WHITESIDE,SAC,22.0,1.0,1.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C-PF,0.055,8.25,10.25,82.5,83.5,113.0,226.6,91.0,C-PF,11.83,,3.54,27.0,31.5,12.0,,,,,,,,,,,,,Heat,2017-12-26,2018-03-10,74.0,activated from IL,,2017.0
449.0,HASSAN WHITESIDE,SAC,22.0,1.0,1.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C-PF,0.055,8.25,10.25,82.5,83.5,113.0,226.6,91.0,C-PF,11.83,,3.54,27.0,31.5,12.0,,,,,,,,,,,,,Heat,2018-03-29,2019-03-02,338.0,activated from IL,,2018.0
449.0,HASSAN WHITESIDE,SAC,22.0,1.0,1.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C-PF,0.055,8.25,10.25,82.5,83.5,113.0,226.6,91.0,C-PF,11.83,,3.54,27.0,31.5,12.0,,,,,,,,,,,,,Blazers,2019-11-25,2020-08-08,257.0,activated from IL,,2019.0
449.0,HASSAN WHITESIDE,SAC,22.0,1.0,1.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C-PF,0.055,8.25,10.25,82.5,83.5,113.0,226.6,91.0,C-PF,11.83,,3.54,27.0,31.5,12.0,,,,,,,,,,,,,Kings,2021-01-27,2021-02-24,28.0,activated from IL,,2021.0
449.0,HASSAN WHITESIDE,SAC,22.0,1.0,1.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C-PF,0.055,8.25,10.25,82.5,83.5,113.0,226.6,91.0,C-PF,11.83,,3.54,27.0,31.5,12.0,,,,,,,,,,,,,Kings,2021-03-17,2021-03-28,11.0,activated from IL,,2021.0
449.0,HASSAN WHITESIDE,SAC,22.0,1.0,1.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C-PF,0.055,8.25,10.25,82.5,83.5,113.0,226.6,91.0,C-PF,11.83,,3.54,27.0,31.5,12.0,,,,,,,,,,,,,Kings,2021-04-05,2021-05-09,34.0,activated from IL,,2021.0
449.0,HASSAN WHITESIDE,SAC,22.0,1.0,1.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C-PF,0.055,8.25,10.25,82.5,83.5,113.0,226.6,91.0,C-PF,11.83,,3.54,27.0,31.5,12.0,,,,,,,,,,,,,Jazz,2021-12-09,2022-01-01,23.0,activated from IL,,2021.0
449.0,HASSAN WHITESIDE,SAC,22.0,1.0,1.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C-PF,0.055,8.25,10.25,82.5,83.5,113.0,226.6,91.0,C-PF,11.83,,3.54,27.0,31.5,12.0,,,,,,,,,,,,,Jazz,2022-01-07,2022-01-12,5.0,activated from IL,,2022.0
449.0,HASSAN WHITESIDE,SAC,22.0,1.0,1.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,-4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,C-PF,0.055,8.25,10.25,82.5,83.5,113.0,226.6,91.0,C-PF,11.83,,3.54,27.0,31.5,12.0,,,,,,,,,,,,,Jazz,2022-01-24,2022-03-25,60.0,activated from IL,,2022.0
344.0,JAMES ANDERSON,SAS,22.0,26.0,17.0,9.0,11.0,3.6,1.2,3.1,38.3,0.7,1.8,39.1,0.5,0.7,77.8,0.1,0.8,0.9,0.7,0.5,0.1,0.2,0.9,6.3,0.0,0.0,-1.9,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.079,8.5,7.25,76.75,77.75,104.0,207.6,80.5,SF,11.86,,3.19,30.0,35.5,14.0,,,,,,,,,,,,,Spurs,2011-01-19,2011-02-08,20.0,activated from IL,,2011.0
344.0,JAMES ANDERSON,SAS,22.0,26.0,17.0,9.0,11.0,3.6,1.2,3.1,38.3,0.7,1.8,39.1,0.5,0.7,77.8,0.1,0.8,0.9,0.7,0.5,0.1,0.2,0.9,6.3,0.0,0.0,-1.9,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.079,8.5,7.25,76.75,77.75,104.0,207.6,80.5,SF,11.86,,3.19,30.0,35.5,14.0,,,,,,,,,,,,,Spurs,2011-02-23,2011-03-04,9.0,activated from IL,,2011.0
344.0,JAMES ANDERSON,SAS,22.0,26.0,17.0,9.0,11.0,3.6,1.2,3.1,38.3,0.7,1.8,39.1,0.5,0.7,77.8,0.1,0.8,0.9,0.7,0.5,0.1,0.2,0.9,6.3,0.0,0.0,-1.9,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.079,8.5,7.25,76.75,77.75,104.0,207.6,80.5,SF,11.86,,3.19,30.0,35.5,14.0,,,,,,,,,,,,,Spurs,2011-03-06,2011-04-05,30.0,activated from IL,,2011.0
344.0,JAMES ANDERSON,SAS,22.0,26.0,17.0,9.0,11.0,3.6,1.2,3.1,38.3,0.7,1.8,39.1,0.5,0.7,77.8,0.1,0.8,0.9,0.7,0.5,0.1,0.2,0.9,6.3,0.0,0.0,-1.9,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.079,8.5,7.25,76.75,77.75,104.0,207.6,80.5,SF,11.86,,3.19,30.0,35.5,14.0,,,,,,,,,,,,,Spurs,2011-04-09,2011-04-13,4.0,activated from IL,,2011.0
47.0,JOHN WALL,WAS,20.0,69.0,19.0,50.0,37.8,16.4,5.8,14.1,40.9,0.5,1.7,29.6,4.4,5.7,76.6,0.5,4.1,4.6,8.3,3.8,1.8,0.5,2.5,37.4,26.0,1.0,-6.4,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PG,0.056,8.25,9.5,74.75,76.0,101.5,195.6,81.25,PG,10.84,,3.14,30.0,39.0,,,,,,,,,,,,,,,,,,,,
113.0,JORDAN CRAWFORD,WAS,22.0,42.0,17.0,25.0,24.4,11.7,4.6,11.9,38.4,0.8,3.0,25.8,1.7,2.0,86.9,0.7,1.8,2.5,2.8,2.0,0.9,0.1,1.5,19.9,2.0,1.0,-5.4,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.049,8.0,9.0,75.0,76.5,101.0,198.4,79.0,SG,11.03,,3.37,31.5,34.5,7.0,,,,,,,,,,,,,Hawks,2010-12-11,2010-12-17,6.0,activated from IL,,2010.0
113.0,JORDAN CRAWFORD,WAS,22.0,42.0,17.0,25.0,24.4,11.7,4.6,11.9,38.4,0.8,3.0,25.8,1.7,2.0,86.9,0.7,1.8,2.5,2.8,2.0,0.9,0.1,1.5,19.9,2.0,1.0,-5.4,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.049,8.0,9.0,75.0,76.5,101.0,198.4,79.0,SG,11.03,,3.37,31.5,34.5,7.0,,,,,,,,,,,,,Hawks,2010-12-16,2010-12-17,1.0,activated from IL (P),,2010.0
113.0,JORDAN CRAWFORD,WAS,22.0,42.0,17.0,25.0,24.4,11.7,4.6,11.9,38.4,0.8,3.0,25.8,1.7,2.0,86.9,0.7,1.8,2.5,2.8,2.0,0.9,0.1,1.5,19.9,2.0,1.0,-5.4,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.049,8.0,9.0,75.0,76.5,101.0,198.4,79.0,SG,11.03,,3.37,31.5,34.5,7.0,,,,,,,,,,,,,Hawks,2010-12-22,2010-12-26,4.0,activated from IL,,2010.0
113.0,JORDAN CRAWFORD,WAS,22.0,42.0,17.0,25.0,24.4,11.7,4.6,11.9,38.4,0.8,3.0,25.8,1.7,2.0,86.9,0.7,1.8,2.5,2.8,2.0,0.9,0.1,1.5,19.9,2.0,1.0,-5.4,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.049,8.0,9.0,75.0,76.5,101.0,198.4,79.0,SG,11.03,,3.37,31.5,34.5,7.0,,,,,,,,,,,,,Hawks,2011-01-05,2011-01-17,12.0,activated from IL,,2011.0
113.0,JORDAN CRAWFORD,WAS,22.0,42.0,17.0,25.0,24.4,11.7,4.6,11.9,38.4,0.8,3.0,25.8,1.7,2.0,86.9,0.7,1.8,2.5,2.8,2.0,0.9,0.1,1.5,19.9,2.0,1.0,-5.4,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.049,8.0,9.0,75.0,76.5,101.0,198.4,79.0,SG,11.03,,3.37,31.5,34.5,7.0,,,,,,,,,,,,,Hawks,2011-01-18,2011-01-26,8.0,activated from IL,,2011.0
113.0,JORDAN CRAWFORD,WAS,22.0,42.0,17.0,25.0,24.4,11.7,4.6,11.9,38.4,0.8,3.0,25.8,1.7,2.0,86.9,0.7,1.8,2.5,2.8,2.0,0.9,0.1,1.5,19.9,2.0,1.0,-5.4,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.049,8.0,9.0,75.0,76.5,101.0,198.4,79.0,SG,11.03,,3.37,31.5,34.5,7.0,,,,,,,,,,,,,Hawks,2011-02-05,2011-02-12,7.0,activated from IL,,2011.0
367.0,LANCE STEPHENSON,IND,20.0,12.0,3.0,9.0,9.6,3.1,1.1,3.3,33.3,0.0,0.4,0.0,0.9,1.2,78.6,0.1,1.4,1.5,1.8,1.3,0.3,0.0,1.2,7.2,0.0,0.0,-0.1,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.093,9.0,10.25,76.5,77.75,103.0,227.0,82.5,SG,11.39,,3.38,27.0,33.0,10.0,,,,,,,,,,,,,Pacers,2011-01-07,2011-01-08,1.0,activated from IL,,2011.0
367.0,LANCE STEPHENSON,IND,20.0,12.0,3.0,9.0,9.6,3.1,1.1,3.3,33.3,0.0,0.4,0.0,0.9,1.2,78.6,0.1,1.4,1.5,1.8,1.3,0.3,0.0,1.2,7.2,0.0,0.0,-0.1,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.093,9.0,10.25,76.5,77.75,103.0,227.0,82.5,SG,11.39,,3.38,27.0,33.0,10.0,,,,,,,,,,,,,Pacers,2011-01-14,2011-01-17,3.0,activated from IL,,2011.0
367.0,LANCE STEPHENSON,IND,20.0,12.0,3.0,9.0,9.6,3.1,1.1,3.3,33.3,0.0,0.4,0.0,0.9,1.2,78.6,0.1,1.4,1.5,1.8,1.3,0.3,0.0,1.2,7.2,0.0,0.0,-0.1,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.093,9.0,10.25,76.5,77.75,103.0,227.0,82.5,SG,11.39,,3.38,27.0,33.0,10.0,,,,,,,,,,,,,Pacers,2011-02-23,2011-04-01,37.0,activated from IL,,2011.0
367.0,LANCE STEPHENSON,IND,20.0,12.0,3.0,9.0,9.6,3.1,1.1,3.3,33.3,0.0,0.4,0.0,0.9,1.2,78.6,0.1,1.4,1.5,1.8,1.3,0.3,0.0,1.2,7.2,0.0,0.0,-0.1,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.093,9.0,10.25,76.5,77.75,103.0,227.0,82.5,SG,11.39,,3.38,27.0,33.0,10.0,,,,,,,,,,,,,Pacers,2012-04-17,2012-04-21,4.0,activated from IL,,2012.0
367.0,LANCE STEPHENSON,IND,20.0,12.0,3.0,9.0,9.6,3.1,1.1,3.3,33.3,0.0,0.4,0.0,0.9,1.2,78.6,0.1,1.4,1.5,1.8,1.3,0.3,0.0,1.2,7.2,0.0,0.0,-0.1,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.093,9.0,10.25,76.5,77.75,103.0,227.0,82.5,SG,11.39,,3.38,27.0,33.0,10.0,,,,,,,,,,,,,Pacers,2012-04-23,2014-01-08,625.0,activated from IL,,2012.0
367.0,LANCE STEPHENSON,IND,20.0,12.0,3.0,9.0,9.6,3.1,1.1,3.3,33.3,0.0,0.4,0.0,0.9,1.2,78.6,0.1,1.4,1.5,1.8,1.3,0.3,0.0,1.2,7.2,0.0,0.0,-0.1,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.093,9.0,10.25,76.5,77.75,103.0,227.0,82.5,SG,11.39,,3.38,27.0,33.0,10.0,,,,,,,,,,,,,Pacers,2014-01-10,2022-02-27,2970.0,activated from IL,,2014.0
367.0,LANCE STEPHENSON,IND,20.0,12.0,3.0,9.0,9.6,3.1,1.1,3.3,33.3,0.0,0.4,0.0,0.9,1.2,78.6,0.1,1.4,1.5,1.8,1.3,0.3,0.0,1.2,7.2,0.0,0.0,-0.1,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.093,9.0,10.25,76.5,77.75,103.0,227.0,82.5,SG,11.39,,3.38,27.0,33.0,10.0,,,,,,,,,,,,,Hornets,2014-12-29,2015-01-10,12.0,activated from IL,,2014.0
